,Año comercial,RUT,DV,Razón social,Tramo según ventas,Número de trabajadores dependientes informados,Fecha inicio de actividades vigente,Fecha término de giro,Tipo término de giro,Tipo de contribuyente,Subtipo de contribuyente,Tramo capital propio positivo,Tramo capital propio negativo,Rubro económico,Subrubro económico,Actividad económica,Región,Provincia,Comuna,Calle,Número,Bloque,Departamento,Villa,Ciudad,regimen_final,lat,lon
551,2018,76233868,8,SOCIEDAD DE INVERSIONES FLORES GONZALEZ Y FERRER LIMITADA,1,1,2012-12-06,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,,6.0,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Lo Barnechea,EL GABINO,13706.0,1,,,SANTIAGO,r 14 A,-33.3529677,-70.510014
552,2018,76237154,5,SOCIEDAD COMERCIAL AROMA LIMITADA,1,0,2012-09-07,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,5.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Talagante,Isla de Maipo,SANTELICES,701.0,5,,,SANTIAGO,r 14 A,-33.7539088,-70.90278119999999
553,2018,76251471,0,POSICIONA SPA,1,0,2013-03-18,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,4.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Santiago,ALAMEDA LIB. B. OHIGGINS,252.0,,21,,SANTIAGO,r 14 B,-33.4397506,-70.63945830000002
554,2018,76276471,7,COMERCIAL CALVO & VIVANCO LIMITADA,1,0,2013-07-01,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,San Miguel,BARTOLO SOTO,3881.0,,,,,r 14 A,-33.4890558,-70.6533331
555,2018,76375066,3,FRANCISCA PAZ HIDALGO PALOMINOS E.I.R.L.,1,0,2014-04-29,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,4.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Maipú,AV. PAJARITOS,,,,,SANTIAGO,r 14 A,-33.491615,-70.7534649
556,2018,76388404,K,BANQUETERIA PASTELERIA Y PANADERIA ARTESANAL ALEMANA MIGUEL ANGEL PARRA MENDOZA,1,0,2014-07-25,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Santiago,monjitas,550.0,,12,,SANTIAGO,r 14 A,-33.436794,-70.6451651
557,2018,76401141,4,FAMILY VALUES SPA,1,0,2017-11-16,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Las Condes,AV. PRESIDENTE RIESCO,5037.0,,,,SANTIAGO,r 14 B,-33.4076385,-70.5816464
558,2018,76423864,8,ALIMENTOS CLAN CIRCUS LIMITADA,1,0,2015-04-02,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Ñuñoa,HAMBURGO,671.0,,LC 4,,SANTIAGO,r 14 A,-33.4483823,-70.576549
559,2018,76425045,1,IMPORTADORA Y COMERCIALIZADORA JOVY ALEGRIA CARO E.I.R.L.,1,0,2014-09-17,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Cerrillos,PILOTO JACQUES LAGAS,8300.0,,82,COND. LA CASTELLANA,SANTIAGO,r 14 ter,-33.5174635,-70.7047662
560,2018,76430844,1,COMERCIAL IMPERIO 3 LIMITADA,1,0,2014-10-09,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,,7.0,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Santiago,HUERFANOS,631.0,,1,,SANTIAGO,r 14 A,-33.4389751,-70.6456595
561,2018,76435943,7,LUZ MARGARITA CASTRO CASTRO- COMERCIALIZADORA PRODUCTOS PANADERIA Y PASTELERIA E,1,0,2015-05-26,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,1.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Cerro Navia,MAPOCHO NORTE,7841.0,,,,SANTIAGO,r 14 ter,-33.4218641,-70.74681710000002
562,2018,76442599,5,LA BODEGUITA DULCE SPA,1,0,2015-06-22,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,,3.0,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Cordillera,Puente Alto,TORTOSA,405.0,,,PARQUE EL QUILLAY,SANTIAGO,r 14 B,-33.5715688,-70.58866540000001
563,2018,76448813,K,FANTASIA AZUCARADA SPA,1,0,,2019-01-15,TERMINO DE GIRO PERSONA JURIDICA,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Maipo,Buin,,,,,,,,-33.7313897,-70.742431
564,2018,76457497,4,REPOSTERIA JORGE LOPEZ MILLACURA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,1,0,2014-11-28,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,La Pintana,Las Haciendas,211.0,,,Don Ambrosio II,SANTIAGO,r 14 A,-33.5855661,-70.6285838
565,2018,76457897,K,DIEGO RIOS Y COMPANIA LIMITADA,1,0,2015-04-15,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Providencia,GENERAL SALVO,154.0,,,,STGO,r 14 A,-33.4341319,-70.6245258
566,2018,76459073,2,COMERCIAL Y DISTRIBUIDORA MANÁ LIMITADA,1,0,2014-12-19,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Peñalolén,CAPITAN MANUEL DIAZ,4403.0,,,VILLA EL TORREON,SANTIAGO,r 14 A,-33.4990357,-70.5815576
567,2018,76462314,2,COMERCIALIZADORA PARAGUANA LIMITADA,1,0,2015-05-06,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Providencia,SAN JUAN DE LA LUZ,4060.0,,214,,SANTIAGO,r 14 A,-33.4336124,-70.584805
568,2018,76467116,3,PRODUCCION Y VENTA DE GALLETAS SPA,1,0,2015-10-22,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,La Florida,LAS GARDENIAS,9912.0,,,,SANTIAGO,r 14 B,-33.5456886,-70.60834129999999
569,2018,76474262,1,PASTELERIA DE LA BARRA SPA,1,0,2015-06-22,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,,8.0,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Vitacura,AVENIDA VITACURA,3664.0,,,,SANTIAGO,r 14 B,-33.4027524,-70.5951283
570,2018,76474511,6,LAS TRANQUERAS SPA,1,0,2015-09-08,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,4.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Quinta Normal,BARROS ARANA,767.0,,,,SANTIAGO,r 14 ter,-33.4433312,-70.6963279
571,2018,76481147,K,GASTRONÓMICA COURBIS & MUÑOZ LIMITADA,1,0,2015-02-24,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Vitacura,PARTENON,1727.0,,,,SANTIAGO,r 14 A,-33.3853754,-70.5596571
572,2018,76484096,8,INVERSIONES GASTRONOMICAS REBECA YANEZ SPA,1,0,2015-10-16,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Maipo,Buin,AVENIDA SAN MARTIN,555.0,,25,,SANTIAGO,r 14 ter,-33.7365868,-70.73656179999999
573,2018,76484366,5,SK FOTOVIDEO SPA,1,0,2015-02-26,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Ñuñoa,Juan Moya morales,420.0,,,,SANTIAGO,r 14 ter,-33.4592899,-70.5866403
574,2018,76494363,5,DULCE PASTELITO SPA,1,0,2015-03-31,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,La Florida,PASAJE PONCE DE ZAMORA,9.0,CASA,9288,,SANTIAGO,r 14 ter,-33.5373896,-70.56761999999999
575,2018,76497666,5,PIZZERIA S TOMASARI LIMITADA,1,0,2015-11-25,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Santiago,AV. PEDRO MONTT,1631.0,,,,SANTIAGO,r 14 A,-33.4729748,-70.656545
576,2018,76501908,7,EL ISLENO SPA,1,0,2015-12-10,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,La Pintana,los olmos,2768.0,,A,,SANTIAGO,r 14 B,-33.622209,-70.6316002
577,2018,76505712,4,PRODUCTORA Y COMERCIALIZADORA DAILY BAKED SPA,1,0,,2018-06-21,TERMINO DE GIRO PERSONA JURIDICA,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Chacabuco,Colina,,,,,,,,-33.2045451,-70.6759654
578,2018,76516587,3,COMERCIAL JOSE ROA  E.I.R.L.,1,0,2015-06-15,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Peñalolén,TAGUA TAGUA,7553.0,,,REAL AUDIENCIA,SANTIAGO,r 14 ter,-33.4719502,-70.551684
579,2018,76517301,9,SAN DAMIAN GOURMET SPA,1,0,2015-07-27,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,3.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Las Condes,PADRE LE PAIGE,1796.0,,,,SANTIAGO,r 14 ter,-33.4239329,-70.5387611
580,2018,76518940,3,COMERCIAL EL BOSQUE CAFE LIMITADA,1,0,2006-04-17,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Ñuñoa,SIMON  BOLIVAR,4150.0,G,101,Condominio,STGO,r 14 B,-33.4475383,-70.5869163
581,2018,76525682,8,LA DULCERÍA DE FLO LIMITADA,1,0,2015-07-17,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Santiago,JOS MIGUEL CARRERA,364.0,,606,,SANTIAGO,r 14 A,-33.4520315,-70.66301539999999
582,2018,76530964,6,PASTELERIA BETHANIA VILMA ELIANA BERROETA PARRA E.I.R.L.,1,0,2015-08-01,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,1.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Chacabuco,Lampa,Santa Teresita de Lisieux,108.0,A,,Santa Rosa km 2,SANTIAGO,r 14 A,-33.2646416,-70.7696168
583,2018,76537297,6,DELICIAS DE BRETAÑA SPA,1,0,2015-08-25,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,5.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,La Florida,CAMINO DEL RETIRO,6943.0,,,,SANTIAGO,r 14 B,-33.5203172,-70.54258519999999
584,2018,76543394,0,DULCILEAL SPA,1,0,2016-05-10,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Ñuñoa,ROMAN DIAZ,2221.0,,,COM. ROMAN DIAZ,SANTIAGO,r 14 A,-33.4514995,-70.61675269999999
585,2018,76555951,0,"SOCIEDAD COMERCIALIZADORA,DISTRIBUIDORA Y TRANSPORTES UPGRADE SPA",1,0,2016-04-08,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Las Condes,ALONSO DE CORDOVA,5870.0,OFIC.,724,,SANTIAGO,r 14 ter,-33.407347,-70.570041
586,2018,76580133,8,PANADERÍA OBRERA LIMITADA,1,0,2016-01-13,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Estación Central,RANGER,223.0,,,ALBERTO RISOPATRN,SANTIAGO,r 14 ter,-33.4619178,-70.69850989999999
587,2018,76581294,1,DELICES SOTO SPA,1,0,2016-01-15,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Maipo,Buin,PJE. ENRIQUE CHACON,447.0,,,TIERRAS DEL MAIPO,SANTIAGO,r 14 A,-33.7255926,-70.7706105
588,2018,76613554,4,COMERCIALIZADORA JAVA LIMITADA,1,0,2016-04-27,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,5.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Cordillera,Puente Alto,SALVADOR ALLENDE,481.0,,,,SANTIAGO,r 14 ter,-33.6206573,-70.5807121
589,2018,76613759,8,INVERSIONES PALUGI SPA,1,0,2016-11-22,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Las Condes,APOQUINDO,6410.0,,605,,SANTIAGO,r 14 B,-33.4075948,-70.5644324
590,2018,76624073,9,CAFETERÍA ANA GERALDINE RÍOS MONTIEL EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMIT,1,0,2016-05-26,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Providencia,BELLAVISTA,290.0,,B,,SANTIAGO,r 14 A,-33.4332705,-70.631175
591,2018,76636412,8,SERVICIOS GASTRONÓMICOS ZURICH LIMITADA,1,0,2016-07-02,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Peñalolén,PARQUE PUYEHUE ORIENTE,2940.0,,,,SANTIAGO,r 14 ter,-33.4899732,-70.5410675
592,2018,76641203,3,COMERCIAL RODOLFO ANDRES LAZO QUEZADA E.I.R.L.,1,0,2016-07-18,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,La Florida,VICUNA MACKENNA,9101.0,,,,SANTIANGO,r 14 ter,-33.5400286,-70.5911654
593,2018,76643197,6,PASTELERIA MARIEL AUSIN CAMPBELL  E.I.R.L.,1,0,2016-07-28,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,2.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Las Condes,MONTE ALEGRE,1110.0,,1006,,SANTIAGO,r 14 A,-33.4268453,-70.5886824
594,2018,76645308,2,ELABORADORA DE MASAS MACARENA BERTA ARMERO MUÑOZ E.I.R.L.,1,0,2016-08-07,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Chacabuco,Colina,LOS NOGALES,1065.0,,,PORTEZUELO,SANTIAGO,r 14 A,-33.2151817,-70.6807805
595,2018,76652731,0,PASTELERIA NATHALY RAMIREZ VASQUEZ E.I.R.L.,1,0,2016-08-23,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Cordillera,Puente Alto,CARDENAL FRESNO,1180.0,,,,SANTIAGO,r 14 A,-33.5922059,-70.5463343
596,2018,76655481,4,CAFETERIA Y PANADERIA ALEXIS ABRAHAM MARTINEZ MEDINA E.I.R.L.,1,0,2016-09-01,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,La Cisterna,JOSE MIGUEL CARRERA,8153.0,,,,SANTIAGO,r 14 ter,-33.5528009,-70.6742045
597,2018,76659507,3,INVERSIONES JL SPA,1,0,,2018-08-30,TERMINO DE GIRO PERSONA JURIDICA,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Providencia,,,,,,,,-33.426848,-70.612612
598,2018,76660482,K,ALIMENTOS CRISTIAN GUERRA VALDES E.I.R.L.,1,0,2016-09-20,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Quilicura,LA EMPRESA,289.0,,,LOS INDUSTRIALES,SANTIAGO,r 14 A,-33.363842,-70.7301275
599,2018,76671158,8,SOCIEDAD AGUIVAL SPA,1,0,2016-10-25,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,5.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Talagante,Padre Hurtado,CAMINO SAN IGNACIO,1624.0,,7,LAGUNA DEL SOL,SANTIAGO,r 14 B,-33.5615545,-70.8275807
600,2018,76672926,6,"ANTONIETA ORTIZ DINAMARCA, CAFETERIA E.I.R.L.",1,0,,2018-08-22,TERMINO DE GIRO PERSONA JURIDICA,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,San Miguel,,,,,,,,-33.4732862,-70.6469867
601,2018,76692615,0,PANADERÍA DE LA CRUZ AZAÑEDO LIMITADA,1,9,2017-01-12,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,5.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Quilicura,MANUEL ANTONIO MATTA,851.0,,,,SANTIAGO,r 14 B,-33.36659,-70.7221473
